,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
88,Dayton,109.6,99.4,0.755,4–1,4,5,49.7,45.4,31.6,35.1,16,15.1,28.9,26.7,66.6,47.4,52.8,35.1,24.6,12.9,12.7,57.4,36.4,43.6,46.6,66.7,76.329,81.057,2.403,"2,025",0,0,30.84,,78.4,74.8,1.067,1,23.696,Dayton
89,Eastern Illinois,104.6,94.9,0.754,2–0,2,2,47.2,44.2,47.7,39.4,21.2,27.8,40.3,33.3,68.3,42.7,38.6,40.7,34,14,13.4,41.3,57.9,24.8,45.2,67.7,76.369,78.674,2.304,"2,025",0,0,0.2,,78.8,63.4,1.054,0.864,3.46,Eastern Illinois
90,South Alabama,116.1,105.6,0.748,2–1,2,3,48.8,52.2,46.2,30.8,14,20.2,38.5,28.7,64.2,53.6,53.3,26.3,34.3,10,8,41.3,81.8,33.7,62.3,62.6,75.958,78.38,2.281,"2,025",0,0,23.227,,75.6,65.3,1.163,1.028,8.624,South Alabama
91,Saint Louis,116.1,105.7,0.746,4–2,4,6,60.9,51.6,26.4,20.1,17.7,14.2,21.8,26.8,65.4,60.5,51.4,40.8,34.7,6.9,12.5,53.4,48.2,53.4,40.8,66.7,76.886,80.293,2.238,"2,025",0,0,11.029,,72.1,71.6,1.145,1.08,17.98,Saint Louis
92,North Alabama,117.6,107.3,0.742,4–1,4,5,55.1,48.9,33.4,32,10.6,18.8,33.7,29.5,66,49.5,45.2,45.2,35.8,12.9,13.2,38.8,53.5,30.5,44.2,66.4,75.78,78.984,2.118,"2,025",0,0,6.3,,62.7,78.7,1.213,1.037,8.53,North Alabama
93,Memphis,109.5,100,0.74,7–0,7,7,51.5,47.8,40,37.6,18.8,16.9,42.1,27,73.6,53.5,49,30.5,30.7,16.9,8,50,53.4,26.6,41.4,72.6,77.013,80.871,2.425,"2,025",0,0,53.401,,67.8,71.3,1.118,1.01,13.657,Memphis
94,High Point,115.1,105.2,0.738,4–0,4,4,56.6,48.9,27.6,27,16.4,18.9,38.3,27.5,68.7,58.6,49.3,35.5,32.3,8.6,5.1,40,39.4,37.2,39.9,66.5,77.06,80.787,2.445,"2,025",0,0,17.054,,68.1,69.8,1.201,0.99,6.253,High Point
95,UAB,117.9,107.9,0.735,4–3,4,7,49.4,53.3,32.3,25.7,13,17.3,35.3,36.5,69.2,49.8,53.3,32.3,35.5,10.3,11.5,50.8,50.5,29.8,31.4,68.9,76.613,80.476,2.716,"2,025",0,0,4.499,,75.7,64.6,1.135,1.119,19.562,UAB
96,New Mexico St.,109.8,100.5,0.735,2–3,2,5,45,48.4,36.8,40.2,12.1,14.3,36,22.3,64.3,43.8,49.2,31.7,31.9,9.3,11.4,44.2,58.8,33.4,53.9,63.1,76.318,80.284,2.556,"2,025",0,0,2.443,,64.9,78.6,1.071,1.024,13.584,New Mexico St.
97,UNLV,107.2,98.5,0.726,4–2,4,6,47.8,47.7,43.8,28.7,17.3,13.1,28.5,23.1,66.4,49.5,52.3,30,27.9,11.3,12.9,52.2,58.6,37.3,44.1,66.8,77.857,80.748,2.016,"2,025",0,0,42.483,,73.8,70,1.035,1.012,25.748,UNLV
98,Pittsburgh,109.3,100.6,0.722,1–4,1,5,47.1,50.4,32.5,45.7,15.4,20.2,30,28.6,66.3,48.7,52.2,30.1,32.2,8.1,9,56,58.7,46,46.5,66.7,78.109,81.987,1.859,"2,025",0,0,38.232,,77.7,76.7,1.041,1.041,26.975,Pittsburgh
99,Middle Tennessee,108.1,99.7,0.717,4–2,4,6,50.3,47,31.4,32.6,17.5,15,31,24.2,68.2,57.9,50.4,27.8,26.5,8.9,9.1,46.6,44.9,47.2,32.1,69.4,77.214,80.608,2.447,"2,025",0,0,11.097,,65,71.4,1.039,0.986,16.542,Middle Tennessee
100,Lipscomb,121.3,112,0.715,5–0,5,5,61.3,46.8,40.2,23.9,14.4,12.6,24.6,29.3,63.8,55.7,48.2,43.8,29.5,12.2,13,56.3,39.1,55.9,36.2,64.3,76.309,80.035,2.583,"2,025",0,0,0.2,,89.5,74.3,1.268,1.054,4.396,Lipscomb
101,Chattanooga,114.7,106.5,0.701,3–1,3,4,59.6,48.4,29.6,34.2,17,18.5,25.2,29,65.7,52.3,49.6,46.3,31.4,10.6,5.5,48.6,43,42.6,45.3,65.8,76.216,80.203,2.293,"2,025",0,0,0.2,,80.3,72.7,1.179,1.013,9.031,Chattanooga
102,Akron,120.6,112,0.701,7–0,7,7,58,52.1,30.9,31.9,13.8,16.9,38.2,32.1,70.2,58.2,52.6,38.5,34.2,9.9,4.4,53.2,41,43.3,35.2,69.2,75.063,77.508,2.383,"2,025",0,0,16.228,,77.4,74.8,1.262,1.104,6.411,Akron
103,Harvard,99.8,92.8,0.698,2–1,2,3,48.8,45.6,15.6,25.3,17.5,19.5,21,28.6,66.5,47.3,51.3,34.4,21.6,9.2,8.9,50,38.9,35.3,30,65.8,76.634,78.17,1.305,"2,025",0,0,26.556,,85.2,72.1,0.962,0.932,8.105,Harvard
104,Bradley,108.5,101.1,0.693,4–1,4,5,54.3,46.2,35.3,29.8,14.2,15.2,22.9,29.5,61.9,57.9,42.7,32.3,34.2,10.4,8.8,51.2,52.8,37.6,40.4,64.1,76.823,81.281,2.329,"2,025",0,0,1.302,,66.7,69.5,1.089,1.005,14.121,Bradley
105,Minnesota,107.8,100.5,0.691,1–4,1,5,47.8,50,26.9,36,18.1,13.9,31.5,31.3,64.5,47.9,52.8,31.6,29.5,11.2,9.4,56.1,56.8,33.8,32.5,65,77.62,81.282,2.534,"2,025",0,0,41.33,,65.4,65.7,0.991,1.091,39.279,Minnesota
106,Louisiana Tech,108.3,101.1,0.688,2–2,2,4,52,42.8,41,48.2,16.2,14.7,29.2,29.6,64.1,50.7,47.6,36.3,22.9,9,9.2,49.5,29.5,36,36.4,64,76.929,80.041,1.832,"2,025",0,0,46.386,,71.4,66.4,1.087,0.984,12.569,Louisiana Tech
107,Montana,110.4,103.1,0.687,5–1,5,6,57.6,48.1,52,34.3,16.9,14.5,20.2,23,66.4,60.4,50.4,34.9,29.1,7.1,8.9,45.8,40.8,35.6,34.3,66.6,76.552,78.532,2.148,"2,025",0,0,0.2,,76.8,68.4,1.135,1.002,7.455,Montana
108,Seattle,95.8,89.5,0.686,4–2,4,6,41.7,42.5,48.6,37.4,15.8,25.9,29.3,29.4,67.6,44,50,24.2,19.4,11.9,14.5,51.2,53.4,29.7,35.8,66.4,76.71,80.183,2.163,"2,025",0,0,18.522,,67.9,78.8,0.957,0.854,8.91,Seattle
109,Miami OH,108.3,101.2,0.686,5–2,5,7,56.5,47.7,23.3,24,17,15.9,27.2,25.5,69.9,52.5,50.4,40.6,29.1,8.8,8.7,62.4,40.1,48,39.6,68.6,77.396,80.564,1.133,"2,025",0,0,19.277,,68.4,66.3,1.109,0.987,8.076,Miami OH
110,George Mason,108.1,101.1,0.684,5–2,5,7,52.8,47.9,41.9,39.6,21.2,21.8,31.9,33.7,66,48.3,47.4,41,32.3,17.9,10.3,54.6,53.3,34.3,49.5,66.4,77.531,80.666,2.607,"2,025",0,0,30.66,,77.9,72.5,1.064,1.012,18.776,George Mason
111,Marshall,113.5,106.2,0.682,3–1,3,4,48.8,46.2,32,45.5,13.4,16.3,40.4,30.9,67.3,44.3,44.6,38.8,32.5,21.6,10.9,60.9,36,32.8,37.4,67.6,77.267,79.726,2.587,"2,025",0,0,4.118,,69.9,70.3,1.155,1.025,7.982,Marshall
112,Robert Morris,116,108.8,0.676,4–0,4,4,57.2,51.3,37.1,26.2,15.4,13.9,40.6,24.4,64.8,55.2,51.9,39.8,33.7,12.6,11.9,72.2,55.3,43.5,42.1,65.7,76.665,79.54,1.898,"2,025",0,0,0.2,,70.5,73.8,1.248,1.064,5.628,Robert Morris
113,California,111.3,104.5,0.674,2–4,2,6,46.4,54.7,42.1,39.6,15.7,17.6,33.6,25.2,68.5,48.8,53.2,28,38.5,9.3,9,38.2,35.8,35.8,34,69,76.934,80.278,1.858,"2,025",0,0,42.62,,72.6,75.4,1.07,1.088,28.587,California
114,Oregon St.,123.3,115.8,0.673,0–3,0,3,53.3,53.7,46.7,38.4,13,12.5,25,34.7,61.5,57.7,49.5,30.2,39.4,7.5,7.2,55.6,59.5,35.3,43.3,62.4,77.765,80.955,1.9,"2,025",0,0,0.609,,70,77.8,1.132,1.219,32.616,Oregon St.
115,Tulane,113.6,106.7,0.673,4–2,4,6,57.1,48.6,31.4,30.4,15.1,15.6,26.3,35.1,67.3,56.6,49,38.7,32.1,11.2,11.9,57.6,61.4,35.2,44,66.8,78.357,80.132,1.163,"2,025",0,0,59.838,,75.5,69.6,1.154,1.08,14.194,Tulane
116,Texas A&M Corpus Chris,107.4,100.9,0.672,3–2,3,5,57.6,43.6,32.6,42.9,18.4,15.2,31.3,25.1,63.2,60.1,39.4,35.4,34,9.7,6.5,53.3,48.5,36.4,36.3,63.8,77.098,80.014,2.089,"2,025",0,0,6.926,,61.6,67.6,1.131,0.953,6.133,Texas A&M Corpus Chris
117,Wofford,122.8,115.4,0.672,4–1,4,5,56.8,52.5,43.7,43.9,13,15.2,38.2,21.2,64.7,58.9,53.1,36.6,34.6,8.6,7.8,50,51.8,50.7,49.8,64.9,76.156,79.167,2.088,"2,025",0,0,0.2,,71.2,77.7,1.281,1.098,6.799,Wofford
118,Radford,111.9,105.2,0.67,3–1,3,4,51.9,48.9,38.9,24.8,16.1,15.3,31.4,35.4,60.4,56.1,50,29,31.1,6.9,2.9,34.7,31.1,33.2,31.6,60.7,77.509,80.532,2.551,"2,025",0,0,9.896,,86.4,55.2,1.149,1.048,9.141,Radford
119,Virginia,111.6,105.1,0.666,2–3,2,5,52.6,51.8,25.5,33.6,16.3,16.9,19.1,35.3,64,48.8,56.1,39,26.1,11.2,13,50.8,48.1,39.3,25.2,63.7,78.349,81.619,1.422,"2,025",0,0,73.013,,73.5,75,1.034,1.103,28.833,Virginia
120,Florida Atlantic,110.3,103.9,0.665,3–3,3,6,51.3,45.3,36.7,35.6,17.6,11.2,34,28.9,65.4,52.7,46.3,32.8,28.9,15.4,7,58.7,50.7,40,32.2,66.7,77.523,81.45,1.748,"2,025",0,0,46.053,,70.7,77,1.098,1.065,13.27,Florida Atlantic
121,St. Thomas,108.8,102.5,0.665,4–1,4,5,54.7,50.5,33.9,32.6,12.8,20.7,23.4,29.4,68.6,56.8,54.7,35,28.6,7.2,10.3,54.9,48.8,49.5,35.1,68.5,76.395,79.186,1.794,"2,025",0,0,5.92,,76.5,70.3,1.14,1.009,6.014,St. Thomas
122,Saint Joseph's,113.2,106.7,0.664,5–2,5,7,50.4,49.7,39.5,22.8,14.7,15.4,34.2,29.5,67.6,51.2,43.6,33,42.2,13.2,14.3,51.7,45.5,48.3,30.8,67.5,77.45,80.67,1.832,"2,025",0,0,43.842,,71.7,72,1.125,1.053,14.163,Saint Joseph's
123,Kennesaw St.,117.7,111.1,0.66,3–2,3,5,52.7,51.4,39.7,51.1,17.5,13.1,28.4,25,68.7,51,48.1,36.5,37.3,12.7,11.9,57.7,50.8,45.5,42.8,70.3,77.385,79.816,1.357,"2,025",0,0,7.296,,79.1,70.9,1.103,1.118,26.36,Kennesaw St.
124,Utah St.,117.4,111.2,0.651,2–3,2,5,52.3,54.2,34.1,51,16.2,19,37,34.7,63.1,53.3,50.7,34.1,39.3,2.1,8.7,48.4,59.6,46.2,43,64.8,77.29,80.475,2.077,"2,025",0,0,17.856,,71.6,73.2,1.14,1.15,35.843,Utah St.
125,Butler,116.8,110.8,0.647,1–5,1,6,49.7,54.7,22.4,14.9,13,13,24.1,35.7,66.8,49,56.2,33.8,34.8,6.6,8.4,47.7,51.1,44.2,39,66.4,78.864,81.977,2.359,"2,025",0,0,48.778,,79,79.7,1.058,1.2,45.14,Butler
126,Arkansas St.,115.9,110.1,0.644,4–1,4,5,48.4,44.6,40,40.4,14.3,13.7,40.9,31.3,70.2,49.7,44.7,31.3,29.5,13.2,12.1,56.1,46,45.9,28.7,71.1,77.157,79.775,2.228,"2,025",0,0,35.468,,77.3,77.4,1.166,1.055,9.474,Arkansas St.
127,Notre Dame,104.4,99.3,0.64,3–3,3,6,47.5,48.7,38.2,28.5,16.6,12.3,24.9,24.8,64.8,47.5,49.2,31.6,31.9,5.9,8.1,37.8,54,34.4,36.7,65,77.479,81.218,1.86,"2,025",0,0,56.775,,73.1,79.4,0.992,1.071,34.943,Notre Dame
128,Arizona St.,120.3,114.5,0.638,0–5,0,5,48.8,62.6,39.2,37.5,10.9,10.9,21.7,28.5,69.7,46.4,61.3,35.6,42.9,7.1,11.5,40.5,59.4,35.1,44.2,69.1,78.254,81.482,1.907,"2,025",0,0,57.884,,75.9,72.6,1.082,1.317,51.889,Arizona St.
129,Kent St.,108.6,103.4,0.637,4–2,4,6,50.5,48.9,30.6,31.9,16.6,17.3,41.2,29.4,68.4,51,52.4,33.1,29,7.6,7.1,36.6,46.7,33.2,39.7,67.2,75.343,79.196,2.381,"2,025",0,0,0.2,,69.2,77.5,1.137,1.037,9.307,Kent St.
130,Florida St.,109.7,104.6,0.634,1–4,1,5,49.1,51.3,37.1,38.9,16.1,15.2,26.6,36.9,67.2,47.5,53.3,34.8,32.2,11.7,9.8,46.2,50.7,33.5,39.6,67.6,79.206,82.023,1.512,"2,025",0,0,52.194,,73.5,73.3,1.027,1.164,39.151,Florida St.
131,Queens,108.1,103.1,0.633,2–2,2,4,47.9,48.4,31.5,34.7,15.1,15.9,34.6,29.4,64.1,46,48.4,34.1,32.4,15.3,10,53,45.9,37.8,30.2,64.9,77.9,80.646,2.112,"2,025",0,0,8.048,,73.7,75.6,1.087,1.049,18.563,Queens
132,Valparaiso,102.5,97.8,0.632,2–3,2,5,47.9,50,16.9,32.3,12.6,16.5,22.7,25.3,66.6,43.2,48.9,37.1,34.8,13.7,12,53.2,59.7,37.7,31.9,66.9,76.829,80.229,1.475,"2,025",0,0,0.2,,75,63.3,1.002,1.008,13.422,Valparaiso
133,Charleston,110.3,105.3,0.63,3–1,3,4,57.4,49.6,40,19.2,15.5,13.8,26.7,23.1,68.8,55.1,49.3,40.4,33.3,8.3,11,60.2,49.1,40.9,43.5,68.9,77.208,80.792,2.098,"2,025",0,0,0.2,,68.5,85.7,1.156,1.042,6.944,Charleston
134,Cal Poly,115.4,110.2,0.63,5–2,5,7,60.1,53.4,22.6,31.5,17.7,21.9,28,30.6,74.9,55.2,54.4,43,34.7,6,9,54.1,55.1,52.6,40.3,75.6,76.411,77.855,2.09,"2,025",0,0,1.972,,80.2,76.7,1.179,1.055,9.666,Cal Poly
135,Indiana St.,119.2,113.9,0.628,1–2,1,3,59.6,53.9,36.2,45.3,13.4,10.6,17.7,27.3,72.1,62,53.2,37.7,36.8,4,15,58.2,42.5,43.5,31.5,72.5,77.469,79.566,1.625,"2,025",0,0,0.2,,68.8,64.6,1.18,1.147,10.007,Indiana St.
136,Nevada,110.3,105.7,0.62,2–4,2,6,47,50.2,38.4,37.6,11.5,13.8,21,25.7,65.4,55.4,49.7,22.5,33.8,14.7,7.8,52.1,56.6,38.7,40.3,65,78.8,81.334,2.318,"2,025",0,0,30.312,,77.3,70.2,1.05,1.065,27.561,Nevada
137,George Washington,113,108.3,0.62,3–2,3,5,52.8,54.2,45.5,20.8,17.4,18.9,29.6,32.7,65.5,51.6,54.4,36.4,35.9,7.5,17.2,57.5,54.1,40.5,44.4,64.9,77.704,80.843,1.503,"2,025",0,0,38.086,,69.2,73.3,1.106,1.088,15.662,George Washington
138,Nebraska,105,100.7,0.618,0–4,0,4,45.4,53.5,31.9,32.2,11.8,14.3,27.9,26.1,67.3,47.5,54,28,35.2,7.3,6.9,41.3,56.3,38.5,44.1,67.3,78.023,81.147,2.501,"2,025",0,0,38.883,,68.7,67.1,1.021,1.098,31.298,Nebraska
139,Yale,109.9,105.7,0.61,4–1,4,5,50.2,50.2,30.1,19,11,15.3,27.9,25.6,65.5,47.6,52.1,37.5,32.2,11,9.6,42.4,56.5,29.7,50.5,64.8,77.67,79.601,1.876,"2,025",0,0,9.807,,70.8,83.9,1.099,1.048,11.546,Yale
140,TCU,103.8,100,0.606,1–4,1,5,42.9,51.1,35.2,31.6,17.5,19.6,36.5,31.7,67.4,43.9,49.1,27.1,35.9,13.9,10.7,45.7,65.9,31.9,41.5,67.3,77.821,80.732,1.653,"2,025",0,0,48.807,,63.2,77.5,0.965,1.06,35.066,TCU
141,North Texas,109,105.1,0.603,4–2,4,6,51.5,47.5,36,41.8,15.2,18.8,30.8,32.4,60.4,50.8,45.9,35,33.7,9.2,9.4,48.6,41.9,38,34,60,77.095,80.719,2.748,"2,025",0,0,29.571,,82,80.6,1.126,1.054,12.803,North Texas
142,Temple,116.1,112,0.602,3–1,3,4,49.8,50,60.5,43.1,14.8,10.5,33.8,23.4,64.4,47.8,52.6,35.8,29,8.4,8,46.7,51.5,32.7,28.7,66.3,77.689,80.315,1.815,"2,025",0,0,34.083,,70.2,73.1,1.13,1.103,8.858,Temple
143,Bryant,105.9,102.2,0.601,6–0,6,6,52.3,46.4,30.3,30.7,17.4,16.5,38.1,23.7,73.9,54.9,45.6,31.3,31.9,15.5,7.5,52.4,45.8,32.3,32.1,73.4,78.792,80.395,2.502,"2,025",0,0,33.52,,75,64,1.136,0.94,4.189,Bryant
144,Loyola Marymount,109.7,106,0.597,1–2,1,3,55,51.7,34.1,36.7,13.8,17.1,18.3,32.1,70.2,52.8,49,39.1,36.8,10.6,9.4,59.3,69.6,37.6,42.2,69.4,78.912,82.016,2.437,"2,025",0,0,23.973,,77.6,60.6,1.102,1.074,20.786,Loyola Marymount
145,UTSA,107.7,104.3,0.591,2–2,2,4,52.5,47.6,29.6,40.9,12.4,21.1,26.9,37.8,68.6,47.1,47.9,39.8,31.4,11.8,10.7,49.5,52.1,42.4,37.4,69,76.442,79.64,2.36,"2,025",0,0,4.866,,65.3,66,1.1,1.024,10.338,UTSA
146,San Jose St.,102,99.1,0.582,2–3,2,5,50.7,49.7,25.3,27.2,21.9,17,24.1,28.3,69.4,51.7,53.9,33.1,27.1,8.3,12.9,55.5,43.1,46.9,31.8,68.7,76.903,79.527,2.109,"2,025",0,0,19.957,,80,63.4,0.971,1.014,24.845,San Jose St.
147,Georgetown,112.9,109.8,0.579,1–4,1,5,50.7,60.6,28.7,28.9,12.6,15,24.7,25.4,66.6,48.2,64.8,35.9,36.5,5.6,11.3,49.6,61.2,43.2,41.5,68.1,78.562,81.66,1.25,"2,025",0,0,67.972,,69.4,75,1.077,1.189,32.525,Georgetown
148,UC Santa Barbara,112.6,110.3,0.559,3–3,3,6,52,52.5,35.9,35.8,17,16.8,26,32.6,70.6,50.6,57,35.4,29.2,9.8,9,61.2,43.2,55.2,33.8,67.8,77.839,80.755,2.479,"2,025",0,0,26.615,,79.2,87.4,1.089,1.143,16.91,UC Santa Barbara
149,Jacksonville St.,108,105.8,0.559,3–3,3,6,46.3,52.6,34.2,30.1,14.9,15.1,30.9,23,63.4,46.9,49.2,30.1,38.1,9.8,10.1,43.8,53.4,35,41.9,63,77.776,80.727,2,"2,025",0,0,0.2,,71.7,66,1.036,1.046,20.143,Jacksonville St.
150,Nicholls St.,103.4,101.3,0.559,3–2,3,5,47.3,46.4,41.8,30.5,17.9,18.8,31.7,30.2,66.5,43.1,48.9,36.6,28.2,8.2,14.9,47.8,47.5,35.8,37.7,67.8,76.468,79.349,2.613,"2,025",0,0,6.825,,67.8,68.5,1.019,0.975,8.365,Nicholls St.
151,Cleveland St.,103.6,101.5,0.559,2–2,2,4,52.1,51.7,27.2,33.8,21.8,21.8,36.4,32.3,63.1,52,44.2,34.9,40.4,15.9,6.7,54,56.8,29.6,45.4,62.4,76.352,79.853,2.082,"2,025",0,0,0.2,,75.9,62.9,1.054,1.022,6.344,Cleveland St.
152,St. Bonaventure,101.3,99.4,0.554,3–2,3,5,44.2,49.7,24.6,21.3,13.4,18.5,26.6,31.3,67,50,54.7,21.8,29.3,8.1,10.5,37.7,56.6,33.6,46.5,67.1,78.283,80.991,1.419,"2,025",0,0,16.254,,78.4,68.8,0.968,1.025,24.883,St. Bonaventure
153,Northern Kentucky,113.2,111.5,0.543,3–1,3,4,54,50.6,29.5,32.6,17,18.1,37.5,30.2,70.5,52.6,50.7,37.4,33.7,7.3,9.2,51.3,39.4,39.4,35.6,69.9,77.398,79.493,2.373,"2,025",0,0,8.079,,78.4,78.9,1.166,1.049,8.665,Northern Kentucky
154,Northern Iowa,103,101.7,0.537,1–2,1,3,52.5,50.3,23,19.4,17.8,13.5,28.6,21.2,61.6,49.1,42.7,39.6,40.6,9.4,13,56.8,44.9,32.9,41.8,61.4,78.009,80.571,1.936,"2,025",0,0,14.052,,64.9,71.9,1.044,1.022,13.461,Northern Iowa
155,Wichita St.,104.1,102.8,0.536,2–4,2,6,46.2,48.2,37.1,35.1,17.3,15.3,33,29.9,68.5,46.8,50.2,29.7,28.6,12.2,13.9,37.2,46.2,28.6,27.8,69,76.859,80.177,2.808,"2,025",0,0,25.641,,69.5,73.4,1.014,1.049,17.811,Wichita St.
156,Drexel,113.5,112.2,0.533,3–1,3,4,54.6,48.3,33.3,23.9,15.8,13.4,35,35.4,61.7,49.3,45.3,43.2,36.4,12.4,14.8,51,40.6,34.3,32.4,63.5,77.628,79.438,1.607,"2,025",0,0,0.2,,76.4,68.4,1.18,1.091,5.425,Drexel
157,Cal St. Northridge,111,109.8,0.531,2–3,2,5,52.2,51.4,40.9,41.3,17.9,16,33.1,25.7,72.5,50.2,45.9,37.9,37.3,7.4,9.5,56.1,63.6,29.2,53.9,74.1,77.361,79.356,2.467,"2,025",0,0,28.815,,78.7,81,1.122,1.1,13.291,Cal St. Northridge
158,Mercyhurst,124.7,123.4,0.53,1–0,1,1,74.5,44.9,26.4,28.8,17,9.3,27.3,22.2,64.9,60.7,44.2,60,31.3,7,3.6,62.5,41.7,47.2,27.1,63.6,75.357,78.459,2.198,"2,025",0,0,0.2,,78.6,88.2,1.388,1.048,0.445,Mercyhurst
159,South Carolina St.,105.2,104.2,0.527,6–1,6,7,52.5,49.2,43.6,38.9,20.5,22.7,39.9,34.5,71.2,45.9,50,43.5,31.6,12.8,8.6,67.6,54.6,34.2,29.9,71.2,77.231,79.793,1.854,"2,025",0,0,0.2,,76.7,70.4,1.123,0.988,2.774,South Carolina St.
160,La Salle,107.2,106.4,0.522,2–4,2,6,47.2,49.7,36.9,42,16.9,15.7,28.5,28.8,66.9,39.5,51,41.6,31.9,11.5,11.7,46.7,57.3,33.6,42.3,66.9,77.38,80.539,2.079,"2,025",0,0,23.77,,77.4,68.6,1.029,1.064,20.024,La Salle
161,UMass Lowell,107.7,106.9,0.521,1–3,1,4,60,51.3,16.8,26.9,21.4,16.2,25,20.5,67.8,63.4,53.9,35.9,30.7,9.9,11.3,57.6,51.4,35.5,33,67.5,76.676,79.284,2.512,"2,025",0,0,0.99,,73,68.9,1.073,1.014,6.9,UMass Lowell
162,Tulsa,109.4,108.6,0.521,2–3,2,5,53.1,48.5,37.8,39.9,15,13.2,21.4,33,66.7,54.5,50,34,30.1,7.1,7.8,52.4,45.7,38.1,32,67.3,76.893,80.168,2.029,"2,025",0,0,34.191,,72.5,76.7,1.083,1.113,13.955,Tulsa
163,Oakland,109.3,108.5,0.521,3–2,3,5,56.4,49,35.8,33,18,15.1,31.4,31.4,66.9,54.6,51.9,39.5,29.8,8.1,9.8,68.6,67.4,39.6,39.5,65.5,76.989,78.866,2.345,"2,025",0,0,5.851,,69.9,69.3,1.133,1.056,9.736,Oakland
164,Iona,105.1,104.4,0.519,5–1,5,6,53.7,48.6,26.5,26.4,19.3,21,40.3,31.8,66.7,55.2,49.7,33.6,31.6,9.4,5.9,56.1,64.3,32.7,50.4,66,76.436,79.728,1.707,"2,025",0,0,5.579,,67,75.8,1.11,1.01,4.089,Iona
165,Murray St.,102.4,101.9,0.514,2–2,2,4,46.7,47.7,42.7,37.8,15.8,16.1,33.3,23.5,66.6,42.5,50.3,35.2,27.9,11.4,12.7,59.6,40.4,40.4,31.3,64.9,76.777,78.696,2.769,"2,025",0,0,12.13,,74,74.4,1.055,1.006,12.38,Murray St.
166,UMKC,96.6,96.2,0.512,2–2,2,4,45.8,45.7,31.6,31.9,18.8,18,36,26.8,63.8,44.4,48.8,32.1,27.6,11.4,8.3,47.8,45.2,36,41.4,63.8,77.496,79.281,2.302,"2,025",0,0,4.219,,71.8,82.1,1.007,0.968,11.361,UMKC
167,LSU,102.8,102.4,0.511,0–5,0,5,45.2,56.2,30.8,30,18.3,16.5,22.2,34.7,67.8,52.8,58.4,24.8,35.5,9.8,13.4,40.4,44.1,49.1,41.8,67.6,77.058,80.556,1.903,"2,025",0,0,57.804,,62.8,71.9,0.902,1.174,56.448,LSU
168,Presbyterian,97.1,97,0.503,2–1,2,3,51.2,40.9,24,33.7,13.7,15.7,21.9,31.6,63.3,47.9,48.4,38.9,14.3,8.7,6.8,45.5,33.8,31.6,28,63.9,77.497,79.808,1.836,"2,025",0,0,2.177,,63.4,79.7,1.019,0.963,7.754,Presbyterian
169,Providence,106.9,106.8,0.503,0–5,0,5,48.5,57.6,23.2,25.6,20.4,14.9,34.1,28.8,65.8,48.2,56.6,32.5,39.2,5.7,9.4,56.6,59.6,42,45,66,77.113,79.986,1.691,"2,025",0,0,65.955,,66.2,74.3,0.999,1.179,38.066,Providence
170,Pepperdine,110.9,110.9,0.5,3–3,3,6,51.9,52.8,29.2,27.6,13,14.7,27.7,35,67.9,52,52.4,34.6,35.5,5.3,8.1,58.3,54.1,37.9,40.3,68.1,78.503,81.608,1.795,"2,025",0,0,21.151,,73.3,72.1,1.105,1.162,23.158,Pepperdine
171,SIU Edwardsville,106.2,106.3,0.497,3–1,3,4,48.9,46.6,40.5,26.3,21.1,13.9,38.3,25.7,66.4,48.4,48.1,33.3,29.3,11.7,9.8,50.5,41.8,31.1,34.7,65,77.165,80.792,2.225,"2,025",0,0,7.282,,71.1,72.6,1.058,0.998,5.046,SIU Edwardsville
172,Northwestern St.,107.4,107.5,0.497,4–1,4,5,53.4,49.2,32.9,42.3,20.7,18.8,32.2,32.9,61.7,45.2,46.9,44.3,35.5,8.8,9.7,49.6,49.1,38.5,36.8,63.2,76.411,79.747,2.008,"2,025",0,0,12.887,,80.7,73.8,1.089,1.063,11.615,Northwestern St.
173,Hampton,102.5,102.6,0.497,2–3,2,5,48.1,51,23.4,43.4,13.5,21,35.1,26.2,63.8,48,51.1,32.1,33.8,8.6,9.9,38.2,50,34.4,28.1,66.3,76.592,79.39,1.804,"2,025",0,0,11.307,,61.1,70.5,1.066,1.006,10.952,Hampton
174,UC Riverside,112.1,112.7,0.485,3–1,3,4,51.9,50,36.8,32.1,13.1,14.9,27.2,30.8,70.7,55.5,43.2,31.4,39.8,8.2,5.8,43.1,51.9,43.4,41.4,67.7,77.082,81.288,1.531,"2,025",0,0,0.2,,80.9,76.3,1.143,1.097,7.257,UC Riverside
175,Merrimack,102.5,103.1,0.483,3–2,3,5,51.5,48.1,19.6,29.6,10.9,26.1,18,37.7,64.2,49.4,48.2,36.2,32,10.6,6,50.4,57.5,43.9,36.3,63.9,75.361,78.573,2.215,"2,025",0,0,0.2,,72.4,77.2,1.055,0.966,4.207,Merrimack
