,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
351,New Orleans,101.2,128.8,0.059,0–2,0,2,43.2,63.5,27.3,21.4,16.4,12.8,37.6,26.7,70.2,44.7,67.7,26.3,39.3,6.2,7.4,44.2,66.2,28.8,48.4,68.4,75.274,79.147,1.417,"2,025",0,0,6.865,,72.2,85.2,0.997,1.303,14.114,New Orleans
352,The Citadel,97.6,124.5,0.057,0–2,0,2,45.3,66.7,37.9,27.5,18.4,17.7,34.1,22.9,65.1,50,65.7,25,45.7,3,16.7,44.7,56.7,37.9,34.3,65.7,76.981,78.922,1.756,"2,025",0,0,0.2,,52.3,64.3,0.984,1.184,4.001,The Citadel
353,Stephen F. Austin,97.4,124.5,0.056,0–2,0,2,43.7,61.5,17,29.2,16.5,11.7,23.9,31.9,72.7,38.8,50.6,32.4,53.1,9.9,10.4,58.3,50.7,50.4,37.7,73.3,77.832,80.145,2.298,"2,025",0,0,0.433,,69.6,76.3,0.921,1.299,12.301,Stephen F. Austin
354,Prairie View A&M,96,123.9,0.051,0–4,0,4,46.6,57.5,31.9,27.6,15.2,18.6,29.1,38.5,67.4,49.7,54,27.4,43.7,11.2,11.9,48,56.8,35.7,30.6,67,74.775,78.962,2.209,"2,025",0,0,1.313,,58.7,73.4,0.976,1.165,4.23,Prairie View A&M
355,Cal St. Fullerton,84.3,109.6,0.047,0–3,0,3,43.3,58.6,29.3,20.7,24.5,9.7,20.7,20.6,72.2,42.7,57.5,29.4,39.6,8,3.1,42.6,57.4,41.5,56.1,70.2,77.075,80.381,1.612,"2,025",0,0,3.335,,68.8,78,0.808,1.219,25.342,Cal St. Fullerton
356,Detroit Mercy,98.7,128.4,0.046,0–2,0,2,52.8,60.4,35.8,39.2,26.7,11.7,31.7,33.3,73,53.5,62,34.2,38.9,8.5,4.2,43.1,64.6,34.9,43.2,72.9,77.58,80.25,1.021,"2,025",0,0,5.249,,69.2,75.5,0.973,1.289,12.585,Detroit Mercy
357,Binghamton,89.6,118.2,0.04,0–3,0,3,46.3,55.1,36,14.6,18.6,15.1,26.8,29.7,66.2,50,55.9,26.3,36.1,10.8,15.4,38.8,44.8,35.4,44.9,66,78.126,79.221,2.23,"2,025",0,0,2.051,,72.4,70.4,0.961,1.122,5.042,Binghamton
358,USC Upstate,84.8,115.1,0.029,0–2,0,2,45.6,53,36.3,25,22.4,21.7,26,44.3,73.8,58.3,55.9,20.8,30.8,7.5,8.3,39.1,40.6,46.9,29.5,71.9,76.472,78.994,0.981,"2,025",0,0,10.219,,63.4,78.8,0.874,1.125,3.804,USC Upstate
359,North Carolina A&T,88.9,121.8,0.026,0–2,0,2,35.6,52.9,39.4,23,18.1,13.4,25,34.2,63.4,32.8,48.4,26.1,38.3,11.3,15.5,54.8,60.4,44.2,49.2,67.1,75.738,78.459,1.238,"2,025",0,0,19.957,,73.2,64.3,0.82,1.159,8.242,North Carolina A&T
360,Mississippi Valley St.,90,123.6,0.025,0–3,0,3,50,55.3,24.8,44.4,19,14.9,18.8,30.7,65,43.1,56,41.8,34.6,6,8.8,47.8,33.3,35,16.3,64.2,76.097,79.434,2.353,"2,025",0,0,0.2,,69.2,62,0.943,1.133,1.446,Mississippi Valley St.
361,Southern Utah,77.4,109.8,0.018,0–3,0,3,37.5,49.7,36.6,29.9,19.8,13.6,19.7,32.5,70.8,40.9,49.3,20.4,33.9,13,12.7,58.9,56.3,32.9,28.9,71,77.118,80.401,2.473,"2,025",0,0,6.92,,66.7,70.7,0.767,1.101,12.14,Southern Utah
362,Alabama A&M,85.3,124.9,0.012,0–4,0,4,42.2,59.3,33,32.4,22.4,16.2,25.4,26.7,64.8,39,54.7,31.3,45.2,10.9,13,54.1,50.9,40.3,34.8,66.1,76.832,80.365,1.912,"2,025",0,0,0.2,,61.8,82.4,0.833,1.176,6.202,Alabama A&M
363,Canisius,83.6,123.7,0.011,0–3,0,3,42.7,54.8,18.9,25.4,20.2,15.7,20.4,33.3,65.9,41.6,56.5,29.3,34.8,9.3,11.2,45.8,52.9,45.7,39,67.6,76.7,79.307,1.676,"2,025",0,0,4.438,,77.4,80,0.83,1.164,4.472,Canisius
364,Army,81.4,122.3,0.009,0–2,0,2,38.2,61,27.6,28.8,14.4,18.6,19.8,31,72.7,48.7,64.3,14.3,37.5,1.4,10.3,37.8,57.1,38.6,40.7,72.8,74.893,77.964,1.943,"2,025",0,0,0.2,,71.4,85.3,0.839,1.19,4.421,Army
