,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
260,Fresno St.,100.7,108.9,0.289,1–9,1,10,45.6,54.9,33.8,20.3,18.9,16.8,29.8,34.8,66.4,45.2,58.3,31.1,34.1,11.5,12,39.8,63.3,32.6,47.2,68,77.402,81.104,1.461,"2,025",0,0,6.824,,71.6,73.2,0.975,1.135,23.574,Fresno St.
261,Evansville,99.3,107.4,0.289,3–7,3,10,48.2,50.9,33.9,33.3,16.8,14.7,26.1,25.2,66.7,50,46.7,30,37.2,15.4,9.4,49.2,63.3,36.2,46,67.4,78.324,81.639,1.439,"2,025",0,0,13.004,,73.3,75.7,1.003,1.08,13.258,Evansville
262,Bellarmine,108.5,117.4,0.288,2–7,2,9,58.4,56,24.4,41.9,15,16.5,18.1,28.3,67.9,59.5,54.7,38,38.2,6.6,7.3,49.8,60.2,41.8,48.2,67.5,76.508,78.949,1.654,"2,025",0,0,0.2,,73.8,80.2,1.126,1.161,9.132,Bellarmine
263,Austin Peay,110.5,119.6,0.287,5–6,5,11,54.2,56,24.2,36.3,12.4,13.5,28.3,28.1,66,51,52.3,39.5,41.7,8.7,11.4,51.6,51.3,38.5,36.3,65.9,76.123,78.997,1.946,"2,025",0,0,18.21,,74.7,72.6,1.167,1.172,8.522,Austin Peay
264,Pacific,100.9,109.4,0.283,2–7,2,9,48.9,52.8,36,36,20.7,14.3,26.9,25.6,68.3,50.8,56,30.2,32.1,8.5,7.7,44.8,56.1,35.6,40.5,67.1,77.683,80.257,2.117,"2,025",0,0,39.243,,75.3,81.7,0.98,1.133,25.165,Pacific
265,Charlotte,108.5,117.7,0.282,2–8,2,10,51.4,60.2,33.7,38.2,16,14.4,25.9,27.2,64.3,51.1,58.5,34.5,42.2,4.9,12.5,51.9,46.6,43.4,34.8,64.5,77.397,79.945,2.474,"2,025",0,0,10.059,,78.9,71.4,1.09,1.206,15.77,Charlotte
266,Hawaii,99.4,107.9,0.28,3–7,3,10,48.1,51.4,32.3,31.5,20.6,12.8,28.8,23,67.4,50.7,49.7,29.2,36.2,4.1,7.1,47.6,46.7,38.1,36.3,66.8,77.736,81.28,2.092,"2,025",0,0,0.2,,76.8,75.3,0.983,1.084,14.419,Hawaii
267,Fordham,105.2,114.3,0.278,1–9,1,10,47.1,55.1,28.6,41.9,18.5,15.3,32.9,31.5,68.7,49.3,56,29.3,35.5,8.8,12.5,49.6,48,42.3,33,69.4,76.336,79.898,2.411,"2,025",0,0,22.701,,66.3,76.3,1.008,1.165,17.64,Fordham
268,Loyola MD,100.9,109.8,0.275,4–7,4,11,51,52.8,27.7,28.2,17.2,17,27.4,26.5,65.8,50.1,54.8,34.8,32.7,8.1,6.6,56.2,52.1,42.5,35.4,67,77.186,79.377,1.7,"2,025",0,0,0.2,,64.4,74.6,1.03,1.061,5.123,Loyola MD
269,Northern Arizona,102.6,111.7,0.273,5–7,5,12,50.6,55.4,30.3,33.2,15.1,16.4,29.8,22.3,66.2,49,55.1,35.7,37.2,3,8.1,48.1,49.8,36.7,37.2,66.5,77.4,79.266,2.472,"2,025",0,0,7.467,,66.2,74.2,1.073,1.094,8.395,Northern Arizona
270,Texas Southern,93.4,101.7,0.273,6–5,6,11,48.5,43.1,23.6,34.8,20.6,20.4,36.3,32.1,69.6,48.8,45.5,32,25.9,7.6,8.8,49.7,52.5,38.8,35.4,68.7,76.583,80.762,2.717,"2,025",0,0,12.797,,70.4,66.4,1.017,0.904,3.171,Texas Southern
271,Tarleton St.,95.4,104,0.27,3–6,3,9,45,52.1,41,50.6,24.1,22.4,30.3,29.6,66.9,45.5,53,28.9,33.7,13.4,13.8,51.3,63.8,24.7,38.7,66.3,76.359,78.924,1.106,"2,025",0,0,0.2,,71.4,72.9,0.913,1.023,12.116,Tarleton St.
272,Elon,105.7,115.5,0.265,3–7,3,10,52,51.2,33.8,28.1,21.5,13.9,35.1,32.3,64.7,51.1,48.7,35.6,36.4,13.1,6.1,46.3,59.5,41.8,43.2,65.2,79.526,83.443,1.732,"2,025",0,0,6.469,,80.8,69.4,1.078,1.123,9.1,Elon
273,Wright St.,108.6,118.7,0.265,4–6,4,10,58.3,56.2,27.2,36.7,19.4,14.6,32.1,31.3,67.2,57.6,54.3,39.7,39.7,9.6,8.4,53.8,49.3,37.5,35.8,67.5,76.631,79.182,1.981,"2,025",0,0,0.223,,68.4,70.6,1.134,1.185,7.576,Wright St.
274,Maine,100.9,110.3,0.264,5–5,5,10,52.4,52.1,26.2,27,14.9,20,22.5,32.2,64.6,50.7,51.7,36.9,35.2,13.2,8.2,61.3,56,35.8,35.2,64.6,77.073,79.877,2.534,"2,025",0,0,0.2,,73.8,68.9,1.063,1.044,4.161,Maine
275,Longwood,104,113.8,0.262,2–7,2,9,52.4,59.3,45.5,34.4,19.4,19,31.3,28.1,70.9,53.3,63,33.6,36.8,6.4,8.6,49.6,52.7,30.5,48.2,69.6,75.469,78.496,1.987,"2,025",0,0,21.297,,72.2,65.9,1.077,1.134,8.94,Longwood
276,Florida A&M,106.2,116.3,0.26,6–5,6,11,55.2,47.2,39.7,38.6,18.6,14.6,29.5,30.6,66.8,57.1,48.9,35.3,29.2,6.9,7.1,50,33.7,46.9,34.2,65.7,77.252,80.874,2.551,"2,025",0,0,6.695,,73.5,70.4,1.1,1.058,3.167,Florida A&M
277,FIU,95.8,105,0.258,2–8,2,10,43.8,53.1,35.1,33.9,18.9,20.6,29,29.7,68.3,45.2,51.3,27.1,37,12.5,7.6,46.1,62.7,30.3,43.5,67.8,76.816,80.181,1.863,"2,025",0,0,2.311,,70.7,76,0.928,1.055,18.942,FIU
278,Eastern Illinois,91.9,100.9,0.255,5–4,5,9,41.9,47.8,33.2,36.1,18.5,23.4,31.7,31.8,66.5,39.7,45.3,31.6,34.2,8.4,10.2,47.9,59.1,29.5,42.4,66.4,76.369,78.674,2.304,"2,025",0,0,0.2,,76,65.1,0.939,0.947,4.739,Eastern Illinois
279,UNC Asheville,104.7,115,0.254,5–5,5,10,52.4,54.8,34.6,39.9,14.5,18.2,26.3,32.5,70,54,52.1,33.3,39.8,11.3,4.6,42.3,47.9,38.3,35.2,68.7,77.318,80.469,2.221,"2,025",0,0,19.242,,76.2,68.8,1.101,1.132,9.43,UNC Asheville
280,Lehigh,102,112.1,0.252,4–6,4,10,53.1,48.9,34,35.5,15,15.7,24.9,26.8,66,51.7,52,37.1,29.3,6.6,6.8,50,47.1,36.3,38.2,67.3,76.217,79.756,1.395,"2,025",0,0,0.2,,68.3,76.5,1.077,1.053,4.608,Lehigh
281,Oral Roberts,100.9,111,0.25,2–7,2,9,48.3,50.1,35.7,36.2,14.9,13.3,21.3,31.6,66.9,44.9,50.8,34.9,32.8,9.1,8.8,36,49.4,46,42.7,66.5,76.386,80.045,1.844,"2,025",0,0,31.415,,76.7,79.4,1.024,1.132,10.357,Oral Roberts
282,Delaware St.,103.3,113.7,0.249,6–3,6,9,51.6,53.5,38.1,43.2,18.5,22,37.1,31.3,73.8,48.7,55.1,41.3,33.5,5.5,5.3,48.5,53.8,21.8,33.8,72.7,76.939,80.922,2.373,"2,025",0,0,0.2,,72.3,72.4,1.107,1.055,3.116,Delaware St.
283,IU Indy,115.2,126.8,0.249,3–6,3,9,52.5,58.9,30.7,23.9,10.5,15.7,31,39.7,64.8,46.5,63.5,40.3,34.9,4.6,10.8,51.7,58.6,42.6,41.5,64.9,76.79,78.959,1.966,"2,025",0,0,0.2,,72,69.7,1.175,1.255,7.296,IU Indy
284,Stephen F. Austin,99.9,110.3,0.243,5–5,5,10,48.1,52.1,25.4,28.9,18,18.1,31.6,32.4,69.3,48.8,49.4,31.3,38,10,8.4,51,55.5,39.1,35.7,70,77.832,80.145,2.298,"2,025",0,0,0.433,,70.9,72.6,1.013,1.08,7.276,Stephen F. Austin
285,Houston Christian,98.8,109.1,0.242,2–9,2,11,49.8,50.8,24.5,30.9,17,17.8,23.9,33.8,62.7,49.1,51.6,33.8,32.7,12.2,8,49,40.8,45.2,32.7,62.9,75.838,78.051,2.239,"2,025",0,0,3.278,,58.9,70.3,0.984,1.069,8.378,Houston Christian
286,Rider,103.3,114.1,0.242,5–5,5,10,50.7,52.7,28.2,26.8,16.9,15.4,28.9,26.7,65.8,49,50.4,36.4,37.3,10.4,8.9,53.3,49.6,30.9,41,66.7,76.812,79.064,2.031,"2,025",0,0,11.426,,75.8,68.4,1.064,1.069,5.41,Rider
287,Mercyhurst,106.3,117.7,0.237,4–3,4,7,54.6,54.7,31.3,34.7,15.7,19.1,22.4,27.9,66.5,50.2,55.4,41.4,35.8,4.7,5.8,60.6,54.3,36.6,42.7,66,75.357,78.459,2.198,"2,025",0,0,0.2,,83.3,79.1,1.112,1.093,4.029,Mercyhurst
288,Fairleigh Dickinson,96.9,107.4,0.235,4–7,4,11,49.3,47.5,32.6,28,17.7,18.9,24.7,28.3,67.4,50.7,47.9,31.6,31.3,5.5,9.9,55.3,48.9,44.4,38,69.6,75.836,77.756,1.963,"2,025",0,0,0.2,,75.7,78.2,1.009,0.987,4.705,Fairleigh Dickinson
289,Hofstra,96.8,107.4,0.232,3–8,3,11,48.3,48.6,23.6,42.5,15.8,17.9,29.4,28,63.3,46.4,46.3,34,34.5,12.2,9,55.6,51.9,41.7,41.7,63.1,77.033,79.782,2.035,"2,025",0,0,9.532,,67.6,72.8,1.015,1.035,5.811,Hofstra
290,Idaho,107.6,119.4,0.232,3–6,3,9,50.6,55.6,33.1,35.6,17.3,13.8,29.2,30.5,66,48.3,56.5,35.4,36,9.3,9.4,44.9,47.7,47.8,36.2,66.7,76.772,79.643,1.56,"2,025",0,0,5.131,,83.3,68.3,1.086,1.174,8.745,Idaho
291,Western Illinois,103.8,115.2,0.232,4–5,4,9,54,48.4,30.5,30.5,19.1,13.8,26.8,32.9,68.3,48.9,46.1,41.5,34.9,10.8,7.7,44,50.4,38.4,36.6,68.1,77.018,79.619,2.578,"2,025",0,0,7.691,,70.3,71.8,1.057,1.089,5.834,Western Illinois
292,Lindenwood,96.3,106.9,0.231,6–5,6,11,44.8,48.5,36.8,36.7,16,18.3,30.5,30.3,70.1,46.9,49.8,27.2,30.6,10.8,11.1,38.7,42.7,34,32.6,70.5,76.91,79.212,1.709,"2,025",0,0,7.042,,70.5,68.7,0.988,1.014,5.508,Lindenwood
293,Alcorn St.,100.7,111.8,0.231,7–4,7,11,51.2,50.1,33,34,16,18.8,32.3,26.7,65.2,52.9,52,31.2,31.4,6.6,8.5,39.7,54.3,27.5,39.6,64.3,75.407,78.568,1.963,"2,025",0,0,0.308,,71.1,67.5,1.085,0.995,3.442,Alcorn St.
294,Little Rock,100.5,111.7,0.229,6–5,6,11,52.2,50.8,29.2,37.3,19.7,22.5,31.6,35.5,66.5,49.7,47.8,38.9,36.6,15.6,6.1,48.8,57.3,29.6,41.2,66.9,78.12,80.272,2.017,"2,025",0,0,29.074,,69.9,73.2,1.056,1.026,4.16,Little Rock
295,Old Dominion,99.1,110.4,0.224,5–8,5,13,43.8,51.6,30.9,31.8,16.2,17.2,36.7,32.5,65.5,43.1,52.8,30,32.8,9.9,11.5,42.5,49.9,37.9,35.2,65.9,77.974,80.08,1.502,"2,025",0,0,14.558,,77.3,70.1,1.027,1.085,8.538,Old Dominion
296,Saint Peter's,97.2,108.4,0.222,5–6,5,11,43.7,48.2,38.1,31.2,18.2,17,36.2,31.4,65.5,43.3,45.9,29.5,34.6,11.9,11.9,39.8,55.1,36.7,38.8,65.7,77.225,80.206,1.705,"2,025",0,0,0.2,,76.5,78.3,1.009,1.04,4.818,Saint Peter's
297,Saint Francis,105,117.2,0.22,7–2,7,9,56.6,51.3,26.8,27,18.5,16.3,29,28,65.6,58.5,54.3,35.9,31.6,7,7.5,49.2,45.6,40.6,43.8,66.4,76.295,78.641,1.168,"2,025",0,0,0.2,,72.5,77.1,1.111,1.072,3.734,Saint Francis
298,Louisiana,96.5,107.8,0.219,5–6,5,11,45.3,48.5,31.7,42,16.6,20,25.2,36.7,65.4,44.4,52,31.1,29,7.9,13.2,43.3,53.1,37.8,41.2,65.3,76.207,78.847,2.185,"2,025",0,0,9.287,,71.1,71.1,0.958,1.041,9.614,Louisiana
299,Navy,101.9,114.1,0.214,7–4,7,11,48.8,53.7,41.3,31.1,14.8,20.5,29.8,29.3,66.3,46.7,54.2,35.2,35.3,7.6,7.6,52.5,46.3,34.4,38.9,67.6,74.266,78.197,1.712,"2,025",0,0,0.2,,72.7,72.9,1.072,1.065,4.809,Navy
300,Boston University,100.2,112.2,0.214,5–5,5,10,50.9,53.9,28.8,38.5,18.9,17.4,32.7,22.3,64.5,49.9,54.2,35,35.5,9.5,9.7,46.4,50.6,37.9,40.8,65.3,77.389,80.653,1.675,"2,025",0,0,4.079,,73,74.4,1.051,1.067,4.488,Boston University
301,Texas A&M Commerce,98.3,110.3,0.21,3–7,3,10,49.9,50.4,27.2,34.1,19.8,20.2,25.7,41.4,65.8,48.4,49.9,34.4,34.5,11.8,13.3,71.1,56.2,47.9,28.8,66.8,76.302,79.365,1.997,"2,025",0,0,8.201,,71.1,65.6,0.991,1.071,9.631,Texas A&M Commerce
302,Stony Brook,104.3,117.2,0.207,3–7,3,10,50,54.2,30.9,25.3,17.3,13.5,28.1,30.1,63.2,45.7,52.9,37.6,37.2,6.2,11.7,50.6,58.3,40.1,43.6,64.4,77.208,79.534,1.999,"2,025",0,0,0.498,,72,73.1,1.052,1.151,8.758,Stony Brook
303,Bethune Cookman,102.4,115.2,0.205,9–2,9,11,54.4,48.7,46.7,29.6,21.3,14.6,32.7,26.9,70.3,56.4,50.2,33.7,30.7,9.6,8.5,65.2,55.5,33.8,37,69.4,77.232,79.479,2.43,"2,025",0,0,8.538,,68,72.6,1.07,1.043,2.766,Bethune Cookman
304,Gardner Webb,101.9,114.7,0.204,2–8,2,10,50.8,54.6,35.5,40,19.2,14.9,33.3,30.5,69.3,53.3,58.6,29.9,31.8,6,8.7,30.2,48.8,30.5,37.3,68.2,76.481,79.309,2.079,"2,025",0,0,3.382,,70.9,70.4,1.06,1.153,9.582,Gardner Webb
305,Utah Tech,105,118.2,0.204,0–10,0,10,51.5,52.6,31.6,45.3,20.1,14.5,27.9,29.9,68.3,50.3,49.4,35.6,40.4,12.2,8.5,46.2,50.9,39.4,29.3,67.5,75.522,78.615,2.278,"2,025",0,0,0.2,,74.7,72.4,1.033,1.133,10.645,Utah Tech
306,Binghamton,95.7,107.8,0.203,5–5,5,10,49.5,47.8,35.5,24.4,18.9,12.7,30.2,23.9,67.8,51.3,50.6,30.5,29.4,8.1,12.8,43.6,45.9,33.2,42.1,67,78.126,79.221,2.23,"2,025",0,0,2.051,,69,67.1,1.012,1.015,4.177,Binghamton
307,Western Carolina,101.2,114,0.203,2–8,2,10,48.9,48.2,27.5,33.3,16.1,10.4,25.8,29.8,69.8,46.8,52,34.1,28.9,10.1,9.4,53.9,53.1,46.7,44.2,70,77.329,80.825,1.878,"2,025",0,0,0.213,,73.7,75.8,1.026,1.12,10.445,Western Carolina
308,San Diego,102.2,115.2,0.202,2–8,2,10,45.4,58.6,34.6,45.5,16.5,18.3,30.8,30.6,72.5,44.6,52.8,31.3,46.8,8.8,10.3,46.8,58.7,33.6,33.4,72.2,77.986,81.943,1.78,"2,025",0,0,0.2,,77.9,73,1.019,1.168,15.291,San Diego
309,Tennessee Martin,100.8,113.7,0.2,5–6,5,11,48.6,51.3,33.8,31.5,20.3,19.3,36.3,31,65.2,48.4,46.4,32.5,37.5,8.4,14.1,54.8,60.3,44.7,49.7,65.6,76.897,79.418,1.607,"2,025",0,0,0.2,,67,70.5,1.035,1.053,4.355,Tennessee Martin
310,Mercer,96.1,108.4,0.2,3–8,3,11,46.8,50,30.2,29.4,17,14,29.9,27.4,70.7,47.1,45.8,30.8,36.1,7.2,10.6,43.9,62.3,37.3,49.9,71.2,76.363,79.408,2.334,"2,025",0,0,0.2,,62.4,75,0.979,1.087,10.043,Mercer
311,Long Beach St.,99.5,112.3,0.199,0–10,0,10,47,53.8,38.3,36.6,20.9,16.9,28.4,32.4,65.3,45.2,50.6,33.2,38.7,8.4,7.1,50.5,52.8,39,42.2,64.8,78.093,80.977,1.737,"2,025",0,0,20.12,,77.9,77.5,0.986,1.131,16.359,Long Beach St.
312,Colgate,103.9,117.3,0.199,5–6,5,11,56.1,55.2,22.1,24.1,16.3,16.3,23.2,24.9,66.5,56.5,52.9,36.9,38.9,7.2,7.8,50.5,49.7,39.3,41.8,68.1,77.151,79.648,1.803,"2,025",0,0,0.2,,77.9,69.9,1.095,1.099,3.543,Colgate
313,Howard,99.1,111.9,0.198,4–7,4,11,51.7,47.1,39.4,46.7,22,17.5,31.3,34.3,70.9,53.6,47.4,32.8,31,8.5,6.6,53.1,41,43,26.9,70.4,76.856,79.476,2.27,"2,025",0,0,12.484,,72.4,76.5,1.032,1.067,4.358,Howard
314,Weber St.,96.7,109.3,0.197,4–8,4,12,49.4,52.3,32,32.7,15.5,16.5,18.6,25.8,66,49.9,52.2,32.3,34.9,8,9.5,41,55.7,34,49,66.4,78.159,80.888,1.939,"2,025",0,0,5.722,,71,75,0.996,1.066,7.37,Weber St.
315,Tennessee Tech,99,112,0.195,4–6,4,10,50.9,51.3,30.4,20.1,17.3,15.5,23.2,26.6,68.1,49.7,51.5,34.8,33.9,6.3,9.8,59.1,42.5,48,35.3,68.2,76.074,78.589,1.982,"2,025",0,0,4.087,,68.2,72.6,1.012,1.051,4.186,Tennessee Tech
316,Toledo,109.9,124.6,0.191,5–6,5,11,50.4,60.2,34,24.3,12.6,16.2,31,29.6,68.4,50.8,57,33,43.4,6.4,6.7,46.6,47,26.9,39.6,67.1,77.048,79.338,1.623,"2,025",0,0,16.52,,76.5,76.6,1.141,1.203,7.267,Toledo
317,Eastern Washington,101,114.7,0.188,4–6,4,10,51.6,54.4,33.7,40.3,18,18.8,24.7,32.4,66.1,53,50.6,32.8,41.5,10.3,5.5,53.1,49,37.6,32.8,66.8,77.3,79.211,1.894,"2,025",0,0,7.707,,81.9,74.5,1.041,1.126,7.777,Eastern Washington
318,Illinois Chicago,96.3,109.5,0.186,3–7,3,10,45.9,51.6,34.1,28.9,16.2,16.7,25.9,30.7,67.8,46.3,50.5,30.2,35.7,10.6,12.4,57.5,60.2,37.5,35.7,68.9,76.523,79.626,2.3,"2,025",0,0,14.347,,74.1,74.7,0.978,1.083,13.24,Illinois Chicago
319,Fairfield,96.5,109.9,0.183,4–6,4,10,48.6,49.8,26.8,32.6,15,20,21,33.6,66.7,49.2,50,31.7,33,10.6,8.7,46.9,50,36.9,38.1,66.3,75.994,80.089,2.18,"2,025",0,0,10.287,,74.2,75,0.99,1.052,5.111,Fairfield
320,Air Force,96.5,110,0.182,1–9,1,10,47.4,56.4,31.6,36.2,21.9,14.3,22.3,29.3,65.9,47,57.2,31.9,36.6,6.3,15.7,63.9,45.8,48.1,35.5,65.3,78.084,80.475,1.634,"2,025",0,0,0.2,,63.8,70.9,0.89,1.182,27.023,Air Force
321,Grambling St.,95,108.3,0.181,4–7,4,11,46.8,47.5,35.8,32.2,18.1,19,28.9,30.2,64.2,46.9,44.7,31.1,34.9,9.5,6.7,45,45.9,35.5,36.3,62.9,77.133,80.555,2.044,"2,025",0,0,10.727,,74.5,71.7,0.99,0.992,2.927,Grambling St.
322,Penn,102.3,116.7,0.18,2–7,2,9,50.1,55,24.8,28.1,14.9,11.7,25.4,23.1,69.1,52.1,56,31.4,35.8,4.2,8.9,52.7,58.2,40.9,44.3,68.2,76.784,79.944,1.681,"2,025",0,0,0.2,,73.7,77.6,1.038,1.16,13.201,Penn
323,Coastal Carolina,102.5,117,0.179,2–8,2,10,48.9,48.4,31.1,35.3,18.6,10.1,30.7,30.7,63.4,45.5,47,36.2,33.6,5.1,10,52.4,43.4,39.2,40.1,63.5,77.758,81.793,1.745,"2,025",0,0,1.313,,69.2,72.9,1.022,1.132,8.211,Coastal Carolina
324,North Carolina Central,102.3,117.2,0.173,3–6,3,9,50.8,53.9,38.4,34.5,19,19.1,35.3,37,68.5,48.7,55.9,36.7,32.9,7.4,9.8,58.3,47.7,33.5,30.5,67.4,76.613,78.907,2.471,"2,025",0,0,0.2,,66,77.5,1.078,1.122,5.262,North Carolina Central
325,Green Bay,100.9,115.6,0.173,2–7,2,9,47.9,53.3,43.3,38.9,15.2,13.8,23.9,27,70.8,48.3,54.3,31.5,34.2,4.4,13.2,63.2,51.7,42.5,33.8,71.2,76.324,78.349,1.158,"2,025",0,0,0.2,,76.7,68.4,1.03,1.126,8.101,Green Bay
326,Niagara,101.3,116.6,0.166,3–7,3,10,52.3,52.2,35.2,32,18.4,15.6,23.4,26.5,66.5,50.9,52.7,36.2,34.1,5.8,9.3,50,48.3,39.5,30.5,67.2,76.716,79.273,2.125,"2,025",0,0,10.015,,75.4,78.6,1.035,1.093,5.98,Niagara
327,Charleston Southern,100.9,116.2,0.165,3–6,3,9,50.8,54.1,39.7,33,21.1,13.4,32.3,29.2,66.9,53.6,55.9,31.7,32.9,5.8,8.4,45.7,36.5,45.3,27.3,66.2,77.265,80.307,2.299,"2,025",0,0,1.074,,71.2,78.6,1.037,1.167,10.015,Charleston Southern
328,Marist,95.9,110.5,0.164,4–6,4,10,46.9,48.1,21.9,37.3,19.6,13.8,33.3,24.4,63.1,48.6,47.7,29.3,32.6,10.2,6.8,58.4,42.3,37,34,64.1,76.709,78.942,1.529,"2,025",0,0,0.2,,73.2,74.4,0.977,1.047,5.198,Marist
329,Southern Miss,95.4,110.2,0.16,2–9,2,11,47.6,50.4,34.1,35.6,17.6,16.2,23.9,30.7,70.8,51.4,51.5,27.4,32.6,9.5,7.4,58.1,53.7,36.3,39.9,72.1,76.695,79.335,2.498,"2,025",0,0,27.039,,70.4,67.2,0.969,1.071,8.176,Southern Miss
330,USC Upstate,99.1,114.8,0.156,1–8,1,9,50.9,54.8,28.6,36.1,17.9,18.7,25.1,35.7,74.4,52.1,57.1,32.7,33.7,7.8,8.4,49.6,41.5,40.4,35.2,73.9,76.472,78.994,0.981,"2,025",0,0,10.219,,65,79.6,1.007,1.151,9.485,USC Upstate
331,VMI,96.3,112,0.15,5–7,5,12,47.8,52.8,37.3,34.8,17.9,15.9,23.3,30.8,68,52,53.6,29,34.4,8.1,9.9,44.9,53.1,49.3,41,69.2,76.869,79.128,0.946,"2,025",0,0,0.2,,78.4,64,0.994,1.098,8.039,VMI
332,Wagner,92.8,108,0.149,3–6,3,9,45.1,48.4,31.8,37.9,20,17.7,33,24.2,59.3,44.8,47.3,30.4,33.2,5.3,10.7,53,53.6,39.2,43.7,59.5,76.736,79.657,2.354,"2,025",0,0,0.2,,72.1,74.5,0.967,1.005,3.395,Wagner
333,North Carolina A&T,93.1,108.5,0.147,3–6,3,9,45,50.9,28.4,26.3,20.3,15.2,29.8,25.3,63.4,47.4,49.3,27.3,35.3,7.2,11.8,48.2,62.3,36.5,44.3,64.4,75.738,78.459,1.238,"2,025",0,0,19.957,,69.3,68.7,0.927,1.048,8.896,North Carolina A&T
334,Morgan St.,101.1,117.9,0.146,4–5,4,9,48,48.4,43,31.6,17.8,17,36.7,39.9,70.2,49.4,46,29,35.3,9,9.9,46.7,53.6,23.1,34.3,69.3,76.179,80.206,2.451,"2,025",0,0,2.236,,75.3,69.1,1.077,1.102,4.879,Morgan St.
335,Holy Cross,99.2,116.2,0.14,2–8,2,10,53.1,52.8,23.7,24.8,18.9,12.5,24.6,27.4,66.2,50.1,52.5,38.2,35.5,9,7.5,47.1,51.4,41.5,32.6,66.8,77.266,78.621,1.115,"2,025",0,0,2.778,,68.4,63.8,1.035,1.097,4.196,Holy Cross
336,New Hampshire,96.8,114,0.132,4–5,4,9,48.6,55.2,25,31.4,17,20.1,27.8,32.5,68.1,49.8,55.6,31.3,36.5,6.9,13.1,42.9,51.4,41.7,40,68.5,77.27,80.296,1.426,"2,025",0,0,6.446,,64.2,69.8,0.993,1.095,6.549,New Hampshire
337,West Georgia,97.6,115.1,0.131,2–7,2,9,47.5,55.8,30.1,31.9,14.8,13.3,24.5,26,68.3,49.3,55.9,28.8,37,9,6.8,54.6,54.5,29.7,41.3,68.6,76.304,78.671,2.138,"2,025",0,0,0.2,,72.2,74,0.997,1.165,9.62,West Georgia
338,Northern Illinois,95.5,113.6,0.12,1–10,1,11,50,51.2,28.3,50.2,16.2,14.5,17.3,27.3,69.4,49.7,47.9,33.5,38,10.1,10.8,49.4,53.8,51.4,36.6,68.3,76.483,78.683,1.575,"2,025",0,0,12.195,,72.8,71.7,0.995,1.099,8.253,Northern Illinois
339,UMBC,102.4,122,0.118,2–8,2,10,55.5,57.1,26.7,28.4,15.6,17,17.4,33.2,70.5,52.3,56.6,40.2,38.7,4.7,8.1,48.7,52.6,40.3,36.8,70.1,76.411,78.603,2.324,"2,025",0,0,0.2,,65.8,71.8,1.058,1.169,6.391,UMBC
340,Stonehill,99.6,118.7,0.117,3–6,3,9,50,52.5,31.1,27.3,20,14.8,31.8,28,64.5,48.5,50.3,34.6,38.9,6,10.9,59,42.7,43.2,28.1,65.6,77.101,79.514,1.609,"2,025",0,0,0.2,,74.7,74.3,1.023,1.106,4.824,Stonehill
341,Sacramento St.,97.7,116.5,0.117,1–10,1,11,50.8,58.6,27.2,36.3,19.5,15.3,25.9,24,65.8,51.7,59.2,33.1,38.6,7.8,12.1,53.4,57.8,42.2,43,66.3,76.901,80.351,1.424,"2,025",0,0,0.2,,67.7,72.6,1,1.16,8.617,Sacramento St.
342,Army,97.8,116.7,0.116,4–6,4,10,46.5,55.4,28.2,31.1,14.3,17,26.3,32.7,66.6,51.4,56,26.1,36.4,6.6,8,44.6,53,40,43.6,67.7,74.893,77.964,1.943,"2,025",0,0,0.2,,73.5,64.1,1.004,1.133,5.513,Army
343,Southern Utah,92.3,110.7,0.11,3–6,3,9,42.3,51.1,36.9,39.2,22.1,15.9,32.7,28.7,69.9,41.3,51.8,29.9,32.6,9,9.6,46.4,47.3,28.2,25.8,69.8,77.129,80.403,2.474,"2,025",0,0,7.16,,74.5,67.3,0.908,1.069,9.877,Southern Utah
344,Le Moyne,105.1,126.4,0.107,2–8,2,10,55.3,57.8,37.3,33.4,20.3,18.1,26,30,66.3,56.1,55.3,36.1,40.7,4.8,8.3,50.6,57.4,43,44.2,68.7,76.773,79.636,1.911,"2,025",0,0,8.778,,72.6,81.7,1.072,1.173,5.021,Le Moyne
345,Detroit Mercy,98.2,118.3,0.105,1–8,1,9,48.9,54.3,29,46.2,20.3,13.8,32.9,26.7,68,49,52.3,32.4,37.8,7.9,6.7,46.1,61,32.3,44.6,68.2,77.58,80.25,1.021,"2,025",0,0,5.249,,73.2,76.4,1.009,1.167,8.067,Detroit Mercy
346,Columbia,99.6,120.1,0.104,1–8,1,9,46.7,60.7,27.5,25.5,12.4,14.6,22.9,20.2,72.9,51.2,61.3,25.7,39.9,5.5,12.5,59.6,62.6,35.5,40.6,72.2,76.825,79.387,1.803,"2,025",0,0,8.93,,70,75.7,0.999,1.179,12.694,Columbia
347,Buffalo,95.4,115.2,0.103,2–9,2,11,48.6,53.9,34.9,32.5,19.5,16.1,28.5,31.2,70.8,51.9,52.7,29.3,37.6,7.4,7.6,49.6,52.5,41.8,31.5,69.6,77.14,80.012,1.121,"2,025",0,0,8.737,,73.9,75.1,1.005,1.133,7.046,Buffalo
